colony_id	name	canonical_name	wikidata_id	modern_nation_qids	established_year	end_date	region	colony_type	capital	successor_dominion	qid_scope_note
van_diemens_land_1803_1856	Van Diemen\'s Land	Van Diemen\'s Land	Q1780114	Q408	1803	1856-01-01	Pacific	Penal Colony			
vancouver_island_1849_1866	Colony of Vancouver Island	Colony of Vancouver Island	Q2510000	Q16	1849	1866-08-06	North America	Crown Colony			
varsoda_state_745_1948	Varsoda State		Q101242375				South Asia	Princely State	Varsoda	india	
vasavad	Vasavad		Q11954379				South Asia	Princely State		india	
vasurna_state	Vasurna State		Q11954387				South Asia	Princely State		india	
victoria_colony_1851_1901	Victoria (Colony)	Victoria (Colony)	Q56850459	Q408	1851	1901-01-01	Pacific	Crown Colony			
vijaipur_state_1542_1947	Vijaipur State		Q104152343				South Asia	Princely State		india	
vijaynagar_state_1577_1948	Vijaynagar State		Q17267634				South Asia	Princely State		india	
virginia_colony_1607_1783	Virginia Colony	Virginia Colony	Q1070529	Q30	1607	1783-09-03	North America	Royal Colony			
virpur_kherdi_state_1600_1948	Virpur-Kherdi State		Q16258513				South Asia	Princely State		india	
vostok_island_1866_1979	Vostok Island	Vostok Island	Q976570	Q710	1866	1979-07-12	Pacific (Guano/Whaling)	Guano Island			
wadagam_state_1800_1948	Wadagam State		Q11954352				South Asia	Princely State		india	
wadhwan_state_1630_1948	Wadhwan State		Q180235				South Asia	Princely State		india	
wankaner_state_1807_1947	Wankaner State		Q2548416				South Asia	Princely State	Wankaner	india	
warahi_state_1943	Warahi State		Q2510553				South Asia	Princely State		india	
weihaiwei_1898_1930	Weihaiwei	Weihaiwei	Q15939896	Q148	1898	1930-10-01	Southeast Asia	Leased Territory			
west_florida_1763_1783	West Florida		Q4971241		1763		North America	Crown Colony			
west_indies_federation_1958_1962	West Indies Federation	West Indies Federation	Q652560	Q766;Q754;Q244;Q769;Q760;Q757;Q784;Q781;Q763	1958	1962-01-01	Caribbean	Federation			
western_australia_1832_1901	Western Australia	Western Australia	Q57676556	Q408	1832	1901-01-01	Pacific	Crown Colony			
western_samoa_1920_1962	Western Samoa	Western Samoa	Q7988268	Q683	1920	1962-01-01	Pacific	Mandate			
yukon_territory_1898		Yukon Territory	Q2009		1898		North America	Territory			
zainabad_1300_1948	Zainabad		Q144395				South Asia	Princely State		india	
zanzibar_1890_1963	Zanzibar	Zanzibar	Q3574782	Q924	1890	1963-01-01	East Africa	Protectorate			
zanzibar_independent_1963_1964	Zanzibar (Independent)	Zanzibar (Independent)	Q48769061	Q924	1963	1964-04-26	East Africa	Independence			
zimbabwe_rhodesia_1979_1979	Zimbabwe Rhodesia	Zimbabwe Rhodesia	Q890120	Q954;Q953	1979	1979-12-12	Southern Africa	Transitional			
zululand_1887_1897	Zululand	Zululand	Q729768	Q258	1887	1897-12-30	Southern Africa	Crown Colony			
